405	0.187906
406.185	0.232589
407.37	0.262317
408.555	0.288421
409.74	0.311517
410.925	0.328717
412.11	0.334607
413.295	0.336226
414.48	0.340762
415.665	0.330606
416.85	0.335756
418.035	0.318921
419.22	0.319361
420.405	0.304882
421.59	0.289698
422.775	0.267557
423.96	0.244527
425.145	0.224302
426.33	0.20211
427.515	0.177532
428.7	0.14354
429.885	0.115199
431.07	0.096575
432.255	0.0864323
433.44	0.0692487
434.625	0.0563224
435.81	0.0463958
436.995	0.0413245
438.18	0.0390262
439.365	0.0293776
440.55	0.0134417
441.735	-0.00474621
442.92	0.00490274
444.105	-0.00670978
445.29	0.00366978
446.475	0.00320887
447.66	0.00427332
448.845	0.0113757
450.03	0.0170116
451.215	0.0202804
452.4	0.0229762
453.585	0.0155776
454.77	0.0334126
455.955	0.0555415
457.14	0.0653915
458.325	0.0633417
459.51	0.100913
460.695	0.135461
461.88	0.151977
463.065	0.171311
464.25	0.202914
465.435	0.237359
466.62	0.282155
467.805	0.336697
468.99	0.375614
470.175	0.429686
471.36	0.483309
472.545	0.548882
473.73	0.605966
474.915	0.647025
476.1	0.689383
477.285	0.745393
478.47	0.798135
479.655	0.826678
480.84	0.860129
482.025	0.899826
483.21	0.931983
484.395	0.941083
485.58	0.948225
486.765	0.941917
487.95	0.927092
489.135	0.912533
490.32	0.893385
491.505	0.864386
492.69	0.833658
493.875	0.799327
495.06	0.764245
496.245	0.723362
497.43	0.685632
498.615	0.643072
499.8	0.597476
500.985	0.557301
502.17	0.520508
503.355	0.490756
504.54	0.464913
505.725	0.43702
506.91	0.423664
508.095	0.418363
509.28	0.386661
510.465	0.375862
511.65	0.361443
512.835	0.344797
514.02	0.33433
515.205	0.326605
516.39	0.317266
517.575	0.3059
518.76	0.302697
519.945	0.307311
521.13	0.290691
522.315	0.266473
523.5	0.257228
524.685	0.249705
525.87	0.222706
527.055	0.212858
528.24	0.202905
529.424	0.198243
530.609	0.200705
531.794	0.199879
532.98	0.193378
534.165	0.186862
535.35	0.181869
536.535	0.197257
537.72	0.210918
538.905	0.19998
540.09	0.212461
541.275	0.225109
542.46	0.232928
543.645	0.237948
544.83	0.255196
546.015	0.267284
547.199	0.27316
548.384	0.281148
549.569	0.275785
550.754	0.273108
551.939	0.282691
553.124	0.286767
554.309	0.282919
555.494	0.263721
556.679	0.238922
557.864	0.239491
559.049	0.244992
560.234	0.25081
561.419	0.250918
562.604	0.248039
563.789	0.245068
564.974	0.231551
566.159	0.227062
567.344	0.220177
568.529	0.230448
569.714	0.226344
570.899	0.229821
572.084	0.233835
573.269	0.24343
574.454	0.250919
575.639	0.261939
576.824	0.263325
578.009	0.247881
579.194	0.235734
580.379	0.239542
581.564	0.243412
582.749	0.242039
583.934	0.239448
585.119	0.235343
586.304	0.232845
587.489	0.209208
588.674	0.190583
589.859	0.175987
591.044	0.1741
592.229	0.177717
593.414	0.184021
594.599	0.192531
595.784	0.19609
596.969	0.199882
598.154	0.206103
599.339	0.195732
600.524	0.183544
601.709	0.174302
602.894	0.16586
604.079	0.163305
605.264	0.162472
606.449	0.164597
607.634	0.166496
608.819	0.168384
610.004	0.156656
611.189	0.134262
612.374	0.114946
613.559	0.0830035
614.744	0.0696325
615.929	0.0584108
617.114	0.0632818
618.299	0.0549649
619.484	0.0423362
620.669	0.0306501
621.854	0.0290878
623.039	0.0171104
624.224	0.014138
625.409	0.0118088
626.594	0.0118882
627.779	0.0127157
628.964	0.00472722
630.149	0.00395022
631.334	0.00466734
632.519	0.0201899
633.704	0.0239384
634.889	0.0246454
636.074	0.0110496
637.259	0.0103105
638.444	0.012619
639.629	0.0191544
640.814	0.0206756
641.999	0.0307319
643.184	0.0378559
644.369	0.0361626
645.554	0.0356818
646.739	0.0434601
647.924	0.0617605
649.109	0.0711034
650.294	0.0724625
651.479	0.0752707
652.664	0.0803852
653.849	0.081961
655.034	0.0920386
656.219	0.103347
657.404	0.111944
658.589	0.12446
659.774	0.134633
660.959	0.136415
662.144	0.13684
663.329	0.152487
664.514	0.177235
665.699	0.180882
666.884	0.171592
668.069	0.189593
669.254	0.204426
670.439	0.210333
671.624	0.20502
672.809	0.206559
673.994	0.200043
675.179	0.199077
676.364	0.205852
677.549	0.206555
678.734	0.210361
679.919	0.209579
681.104	0.203331
682.289	0.190672
683.474	0.171115
684.659	0.165426
685.844	0.171135
687.029	0.156022
688.214	0.147547
689.399	0.145883
690.584	0.138793
691.769	0.130881
692.954	0.13576
694.139	0.110591
695.324	0.0941208
696.509	0.0812074
697.694	0.0646676
698.879	0.0605121
700.064	0.0582358
701.249	0.0535644
702.434	0.04977
703.619	0.043648
704.804	0.0465192
705.989	0.0546764
707.174	0.0502192
708.359	0.0294236
709.544	0.0317613
710.729	0.0255599
711.914	0.0241461
713.099	0.0458822
714.284	0.0593707
715.469	0.063875
716.654	0.0723869
717.839	0.0686584
719.024	0.0615346
720.209	0.0586243
721.394	0.0613285
722.579	0.0632449
723.764	0.0568653
